Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2022-09-19,14580,15009.71387,14580,15009.71387,1387
2022-09-20,14890,14890,14715,14715,3941
2022-09-21,14632.5,14787.5,14632.5,14787.5,2500
2022-09-22,14557.5,14557.5,14382.5,14382.5,1076
2022-09-23,14272.5,14272.5,13905,13905,6221
2022-09-26,13597.5,13985,13597.5,13985,3807
2022-09-27,14027.5,14330,14027.5,14330,2385
2022-09-28,14082.5,14082.5,14060,14060,4943
2022-09-29,13962.5,13962.5,13242.5,13242.5,3673
2022-09-30,13390,13835,13390,13835,1948
2022-10-03,13817.5,14430,13817.5,14430,10830
2022-10-04,14477.5,14772.5,14477.5,14772.5,5430
2022-10-05,14845,14845,14335,14335,7197
2022-10-06,14465,14465,14312.5,14312.5,1763
2022-10-07,14640,14640,13990,13990,1622
2022-10-10,13907.5,14480,13907.5,14480,7545
2022-10-11,14150,14150,14037.5,14037.5,2797
2022-10-12,14090,14535,14090,14535,4814
2022-10-13,14370,14652.5,14370,14652.5,5355
2022-10-14,15177.5,15177.5,15167.5,15167.5,12842
2022-10-17,15177.5,15347.5,15177.5,15347.5,2652
2022-10-18,15472.5,15800,15472.5,15800,6618
2022-10-19,15910,15910,15400,15400,37643
2022-10-20,15217.5,15692.5,15217.5,15692.5,5743
2022-10-21,15432.5,15760,15432.5,15760,5497
2022-10-24,15862.5,15862.5,15857.5,15857.5,4592
2022-10-25,15950,16057.5,15950,16057.5,4040
2022-10-26,15955,15955,15955,15955,10332
2022-10-27,16047.5,16047.5,15760,15760,2313
2022-10-28,15450,15450,15260,15260,948
2022-10-31,15355,15837.5,15355,15837.5,3218
2022-11-01,15855,16045,15855,16045,5199
2022-11-02,15537.5,15537.5,15110,15110,3537
2022-11-03,15120,15120,14450,14450,3241
2022-11-04,14402.5,14635,14402.5,14635,6704
2022-11-07,14690,15255,14690,15255,6637
2022-11-08,15292.5,15682.5,15292.5,15682.5,17096
2022-11-09,15642.5,15642.5,15105,15105,2528
2022-11-10,14820,15405,14820,15405,4091
2022-11-11,15492.5,15492.5,15325,15325,5992
2022-11-14,15500,15500,15442.5,15442.5,2413
2022-11-15,15372.5,15372.5,15325,15325,2537
2022-11-16,15365,15365,14872.5,14872.5,2199
2022-11-17,14815,14952.5,14815,14952.5,4138
2022-11-18,14872.5,14967.5,14872.5,14967.5,2695
2022-11-21,15090,15090,14902.5,14902.5,8044
2022-11-22,14900,14900,14877.5,14877.5,959
2022-11-23,14965,14972.5,14965,14972.5,1507
2022-11-24,15137.5,15147.5,15137.5,15147.5,707
2022-11-25,15135,15450,15135,15450,524
2022-11-28,15317.5,15317.5,15272.5,15272.5,2828
2022-11-29,15290,15290,15087.5,15087.5,1228
2022-11-30,15222.5,15387.5,15222.5,15387.5,4269
2022-12-01,15512.5,15512.5,15360,15360,2217
2022-12-02,15145,15145,15047.5,15047.5,1601
2022-12-05,14992.5,15220,14992.5,15220,2499
2022-12-06,15067.5,15067.5,14905,14905,14386
2022-12-07,14822.5,14822.5,14815,14815,2590
2022-12-08,14722.5,14722.5,14437.5,14437.5,3649
2022-12-09,14517.5,14962.5,14517.5,14962.5,3183
2022-12-12,14647.5,14647.5,14585,14585,2427
2022-12-13,14660,14792.5,14660,14792.5,2375
2022-12-14,14815,14815,14805,14805,7884
2022-12-15,14615,14615,14555,14555,5985
2022-12-16,14535,14690,14535,14690,4290
2022-12-19,14752.5,14905,14752.5,14905,13777
2022-12-20,14670,14825,14670,14825,3458
2022-12-21,14837.5,15500,14837.5,15500,3876
2022-12-22,15565,15565,15565,15565,4470
2022-12-23,15395,15872.5,15395,15872.5,6994
2022-12-27,16075,16140,16075,16140,3602
2022-12-28,16115,16115,15950,15950,5004
2022-12-29,15865,15865,15865,15865,4000
2022-12-30,15852.5,16025,15852.5,16025,1746
2023-01-02,16050,16270,16050,16270,1748
2023-01-03,16277.5,16277.5,15925,15925,7508
2023-01-04,15915,15915,15720,15720,1046
2023-01-05,15730,15890,15730,15890,3020
2023-01-06,15830,15830,15642.5,15642.5,3601
2023-01-09,15795,15795,15467.5,15467.5,2677
2023-01-10,15327.5,15327.5,15170,15170,7756
2023-01-11,14607.5,14792.5,14607.5,14792.5,2843
2023-01-12,14765,14765,14745,14745,1636
2023-01-13,14522.5,14522.5,14512.5,14512.5,5069
2023-01-16,14745,15225,14745,15225,2159
2023-01-17,15202.5,15202.5,15202.5,15202.5,1485
2023-01-18,15262.5,15262.5,15250,15250,1635
2023-01-19,15135,15135,14810,14810,570
2023-01-20,14852.5,14852.5,14852.5,14852.5,3804
2023-01-23,14990,15310,14990,15310,1126
2023-01-24,15367.5,15367.5,15257.5,15257.5,1842
2023-01-25,15147.5,15147.5,14175,14175,9343
2023-01-26,14460,14472.5,14460,14472.5,2599
2023-01-27,14415,14415,14395,14395,1239
2023-01-30,14540,14697.5,14540,14697.5,1903
2023-01-31,14637.5,14797.5,14637.5,14797.5,10302
2023-02-01,14977.5,15237.5,14977.5,15237.5,1184
2023-02-02,15312.5,15960,15312.5,15960,5762
2023-02-03,15875,15877.5,15875,15877.5,3442
2023-02-06,15942.5,15942.5,15795,15795,4355
2023-02-07,15755,15755,15585,15585,1742
2023-02-08,14917.5,15525,14917.5,15525,20372
2023-02-09,15375,15862.5,15375,15862.5,3390
2023-02-10,15735,15735,15222.5,15222.5,4306
2023-02-13,15330,15330,15327.5,15327.5,2303
2023-02-14,15387.5,15547.5,15387.5,15547.5,2068
2023-02-15,15422.5,15422.5,15255,15255,2997
2023-02-16,15320,15495,15320,15495,3343
2023-02-17,15332.5,15487.5,15332.5,15487.5,4136
2023-02-20,15642.5,16185,15642.5,16185,2574
2023-02-21,16037.5,16037.5,15882.5,15882.5,2189
2023-02-22,15862.5,15862.5,15700,15700,2942
2023-02-23,15705,15917.5,15705,15917.5,2709
2023-02-24,16072.5,16072.5,15900,15900,3827
2023-02-27,15932.5,16260,15932.5,16260,5473
2023-02-28,16187.5,16525,16187.5,16525,3753
2023-03-01,16440,16955,16440,16955,3207
2023-03-02,16960,17122.5,16960,17122.5,1019
2023-03-03,17082.5,17082.5,16882.5,16882.5,1637
2023-03-06,17042.5,17042.5,16990,16990,8243
2023-03-07,16912.5,16912.5,16555,16555,44288
2023-03-08,16450,16450,16232.5,16232.5,8945
2023-03-09,16310,16310,16140,16140,6921
2023-03-10,15832.5,15962.5,15832.5,15962.5,6622
2023-03-13,16007.5,16007.5,15635,15635,2592
2023-03-14,15522.5,16262.5,15522.5,16262.5,4120
2023-03-15,16292.5,16292.5,15995,15995,3388
2023-03-16,16150,16150,15732.5,15732.5,64147
2023-03-17,16180,16180,16020,16020,3340
2023-03-20,15837.5,16147.5,15837.5,16147.5,2304
2023-03-21,16127.5,16302.5,16127.5,16302.5,1988
2023-03-22,16387.5,16387.5,16382.5,16382.5,3260
2023-03-23,16435,16435,16070,16070,2842
2023-03-24,15937.5,15937.5,15817.5,15817.5,6152
2023-03-27,16007.5,16007.5,15485,15485,19460
2023-03-28,15582.5,15582.5,15302.5,15302.5,16894
2023-03-29,11617.5,11860,11617.5,11860,23743
2023-03-30,11985,12220,11985,12220,16702
2023-03-31,12197.5,12447.5,12197.5,12447.5,8993
2023-04-03,12450,12450,11905,11905,2246
2023-04-04,11882.5,12010,11882.5,12010,4460
2023-04-05,11900,11900,11520,11520,4659
2023-04-06,11520,11520,11520,11520
2023-04-11,11812.5,12065,11812.5,12065,8145
2023-04-12,12140,12387.5,12140,12387.5,7459
2023-04-13,12345,12745,12345,12745,14095
2023-04-14,12670,13325,12670,13325,14519
2023-04-17,13427.5,13872.5,13427.5,13872.5,5298
2023-04-18,13942.5,13942.5,13715,13715,3556
2023-04-19,13710,13710,13167.5,13167.5,3342
2023-04-20,13037.5,13175,13037.5,13175,4583
2023-04-21,13082.5,13082.5,12787.5,12787.5,3890
2023-04-24,12827.5,12827.5,12822.5,12822.5,7707
2023-04-25,12670,12670,12315,12315,4249
2023-04-26,12350,12350,12085,12085,5049
2023-04-27,12170,12190,12170,12190,4363
2023-04-28,12260,12260,12232.5,12232.5,2520
2023-05-02,12360,12360,12102.5,12102.5,1744
2023-05-03,12077.5,12077.5,12060,12060,7310
2023-05-04,12030,12030,11955,11955,7855
2023-05-05,11955,11955,11955,11955
2023-05-08,12100,12100,12080,12080,2738
2023-05-09,12050,12050,11915,11915,4200
2023-05-10,11970,11970,11882.5,11882.5,4968
2023-05-11,11845,11877.5,11845,11877.5,2118
2023-05-12,11985,12112.5,11985,12112.5,10293
2023-05-15,12142.5,12277.5,12142.5,12277.5,4833
2023-05-16,12190,12190,12057.5,12057.5,4211
2023-05-17,11945,11945,11927.5,11927.5,4923
2023-05-18,11927.5,11927.5,11927.5,11927.5
2023-05-19,11927.5,11927.5,11927.5,11927.5
2023-05-22,11925,11925,11822.5,11822.5,4525
2023-05-23,11720,11720,11720,11720,4140
2023-05-24,11640,11640,11395,11395,3165
2023-05-25,11365,11365,11247.5,11247.5,3012
2023-05-26,11307.5,11677.5,11307.5,11677.5,6864
2023-05-30,11767.5,11890,11767.5,11890,6087
2023-05-31,11737.5,11742.5,11737.5,11742.5,13425
2023-06-01,11865,11990,11865,11990,5644
2023-06-02,11977.5,12335,11977.5,12335,6747
2023-06-05,12335,12335,12335,12335
2023-06-06,12382.5,12382.5,11990,11990,4096
2023-06-07,12042.5,12042.5,12025,12025,9040
2023-06-08,12092.5,12580,12092.5,12580,8511
2023-06-09,12565,12565,12295,12295,6496
2023-06-12,12270,12270,12265,12265,6444
2023-06-13,12302.5,12632.5,12302.5,12632.5,8507
2023-06-14,12745,12745,12640,12640,7185
2023-06-15,12630,12630,12630,12630,7664
2023-06-16,12567.5,12567.5,12172.5,12172.5,3835
2023-06-19,12107.5,12107.5,11985,11985,3901
2023-06-20,11890,11890,11770,11770,3062
2023-06-21,11707.5,11707.5,11585,11585,4714
2023-06-22,11470,11720,11470,11720,5865
2023-06-23,11560,11807.5,11560,11807.5,2430
2023-06-26,11827.5,11942.5,11827.5,11942.5,791
2023-06-27,12110,12110,11985,11985,840
2023-06-28,12012.5,12012.5,12012.5,12012.5,3605
2023-06-29,12045,12045,11910,11910,2156
2023-06-30,11970,12095,11970,12095,2718
2023-07-03,12090,12345,12090,12345,1594
2023-07-04,12512.5,12642.5,12512.5,12642.5,26327
2023-07-05,12630,12630,12487.5,12487.5,1098
2023-07-06,12385,12385,12362.5,12362.5,7990
2023-07-07,12405,12507.5,12405,12507.5,7157
2023-07-10,12425,12542.5,12425,12542.5,1177
2023-07-11,12647.5,12782.5,12647.5,12782.5,7998
2023-07-12,12937.5,12937.5,12795,12795,11866
2023-07-13,13057.5,13332.5,13057.5,13332.5,3216
2023-07-14,13187.5,13610,13187.5,13610,4527
2023-07-17,13425,13567.5,13425,13567.5,41726
2023-07-18,13562.5,13845,13562.5,13845,2394
2023-07-19,13990,13990,13975,13975,2806
2023-07-20,14015,14155,14015,14155,1059
2023-07-21,13972.5,13972.5,13692.5,13692.5,8957
2023-07-24,13662.5,13662.5,13662.5,13662.5,1167
2023-07-25,13667.5,13667.5,13642.5,13642.5,1945
2023-07-26,13567.5,13580,13567.5,13580,968
2023-07-27,13642.5,13847.5,13642.5,13847.5,757
2023-07-28,13757.5,13760,13757.5,13760,2675
2023-07-31,13817.5,13962.5,13817.5,13962.5,1940
2023-08-01,13792.5,13792.5,13752.5,13752.5,17168
2023-08-02,13557.5,13647.5,13557.5,13647.5,4227
2023-08-03,13567.5,13567.5,13517.5,13517.5,7806
2023-08-04,13682.5,13682.5,12910,12910,7009
2023-08-07,12557.5,12962.5,12557.5,12962.5,6932
2023-08-08,12887.5,13065,12887.5,13065,2081
2023-08-09,13122.5,13230,13122.5,13230,35973
2023-08-10,13165,13387.5,13165,13387.5,4724
2023-08-11,13245,13265,13245,13265,798
2023-08-14,13097.5,13255,13097.5,13255,1514
2023-08-15,13335,13400,13335,13400,1863
2023-08-16,13272.5,13477.5,13272.5,13477.5,19383
2023-08-17,13410,13410,13395,13395,1720
2023-08-18,13212.5,13352.5,13212.5,13352.5,4655
2023-08-21,13337.5,13592.5,13337.5,13592.5,2050
2023-08-22,13675,13820,13675,13820,1538
2023-08-23,13772.5,13772.5,13437.5,13437.5,3103
2023-08-24,13565,13565,13082.5,13082.5,992
2023-08-25,13072.5,13072.5,13010,13010,1816
2023-08-28,13050,13050,12998.71435,12998.71435,3638
2023-08-29,12972.5,13167.5,12972.5,13167.5,2516
2023-08-30,13165,13165,13145,13145,2254
2023-08-31,13210,13210,12535,12535,4803
2023-09-01,12627.5,12727.5,12627.5,12727.5,5753
2023-09-04,12942.5,12942.5,12845,12845,1065
2023-09-05,12770,12770,12517.5,12517.5,1275
2023-09-06,12490,12730,12490,12730,2138
2023-09-07,12427.5,12427.5,12360,12360,1674
2023-09-08,12397.5,12397.5,12272.5,12272.5,4452
2023-09-11,12357.5,12440,12357.5,12440,868
2023-09-12,12480,12480,12355,12355,3483
2023-09-13,12362.5,12440,12362.5,12440,7062
2023-09-14,12560,12692.5,12560,12692.5,1187
2023-09-15,12742.5,12742.5,12632.5,12632.5,7021
2023-09-18,12275,12442.5,12275,12442.5,1499
2023-09-19,12462.5,12592.5,12462.5,12592.5,4895
2023-09-20,12675,12825,12675,12825,3425
2023-09-21,12800,12835,12800,12835,28788
2023-09-22,12790,12790,12637.5,12637.5,3475
2023-09-25,12537.5,12537.5,12262.5,12262.5,9078
2023-09-26,12292.5,12422.5,12292.5,12422.5,1611
2023-09-27,12440,12572.5,12440,12572.5,1111
2023-09-28,12552.5,12657.5,12552.5,12657.5,2164
2023-09-29,12642.5,12757.5,12642.5,12757.5,2297
2023-10-02,12882.5,12882.5,12790,12790,2124
2023-10-03,12765,12775,12765,12775,10857
2023-10-04,12750,12750,12750,12750,2816
2023-10-05,12775,12912.5,12775,12912.5,1595
2023-10-06,13010,13150,13010,13150,9005
2023-10-09,13165,13165,13165,13165,1913
2023-10-10,13335,13335,13077.5,13077.5,9108
2023-10-11,12882.5,12882.5,12707.5,12707.5,4366
2023-10-12,12630,12680,12630,12680,3050
2023-10-13,12602.5,12887.5,12602.5,12887.5,2486
2023-10-16,12742.5,12742.5,12462.5,12462.5,4034
2023-10-17,12320,12320,12175,12175,2933
2023-10-18,12122.5,12122.5,11975,11975,9695
2023-10-19,11577.5,11975,11577.5,11975,4904
2023-10-20,11470,11485,11470,11485,35212
2023-10-23,11447.5,11580,11447.5,11580,3756
2023-10-24,11670,11687.5,11670,11687.5,6441
2023-10-25,11925,11925,11555,11555,2969
2023-10-26,11435,11805,11435,11805,5715
2023-10-27,11847.5,11847.5,11800,11800,2326
2023-10-30,11775,11775,11605,11605,4962
2023-10-31,11587.5,11700,11587.5,11700,5307
2023-11-01,11792.5,11817.5,11792.5,11817.5,2545
2023-11-02,11945,12180,11945,12180,5195
2023-11-03,11285,11285,10188,10188,22931
2023-11-06,10178.5,10178.5,10094,10094,6306
2023-11-07,9963.5,9966,9963.5,9966,4641
2023-11-08,10010,10114,10010,10114,2855
2023-11-09,10024.5,10242.5,10024.5,10242.5,4258
2023-11-10,10151.5,10151.5,10015,10015,4886
2023-11-13,9961,9961,9961,9961,3010
2023-11-14,9985,10295,9985,10295,3621
2023-11-15,10365,10477.5,10365,10477.5,2325
2023-11-16,10462.5,10462.5,10342.5,10342.5,2771
2023-11-17,10312.5,10312.5,10312.5,10312.5,4252
2023-11-20,10250,10390,10250,10390,1814
2023-11-21,10415,10415,10089.5,10089.5,1786
2023-11-22,10066.5,10173,10066.5,10173,5074
2023-11-23,10252.5,10410,10252.5,10410,7148
2023-11-24,10385,10500,10385,10500,837
2023-11-27,10577.5,10830,10577.5,10830,11956
2023-11-28,10757.5,10757.5,10650,10650,3279
2023-11-29,10627.5,10860,10627.5,10860,4072
2023-11-30,10865,10865,10745,10745,8033
2023-12-01,10925,10925,10905,10905,5425
2023-12-04,10935,11030,10935,11030,1871
2023-12-05,10760,10760,10755,10755,2605
2023-12-06,10712.5,10712.5,10605,10605,4324
2023-12-07,10517.5,10517.5,10392.5,10392.5,2724
2023-12-08,10457.5,10512.5,10457.5,10512.5,3950
2023-12-11,10472.5,10475,10472.5,10475,1623
2023-12-12,10452.5,10452.5,10360,10360,8355
2023-12-13,10370,10562.5,10370,10562.5,4354
2023-12-14,10635,10992.5,10635,10992.5,7781
2023-12-15,11105,11850,11105,11850,10137
2023-12-18,11967.5,12235,11967.5,12235,16239
2023-12-19,12165,12165,11780,11780,3325
2023-12-20,11777.5,12045,11777.5,12045,10344
2023-12-21,12077.5,12410,12077.5,12410,4021
2023-12-22,12560,12692.5,12560,12692.5,9872
2023-12-27,12325,12325,12185,12185,4090
2023-12-28,12132.5,12132.5,12015,12015,2732
2023-12-29,12000,12135,12000,12135,2912
2024-01-02,12392.5,13007.5,12392.5,13007.5,4656
2024-01-03,13227.5,13505,13227.5,13505,5928
2024-01-04,13567.5,14245,13567.5,14245,12995
2024-01-05,14230,14230,13937.5,13937.5,7305
2024-01-08,14007.5,14007.5,13287.5,13287.5,13330
2024-01-09,13137.5,13267.5,13137.5,13267.5,2439
2024-01-10,13102.5,13102.5,12967.5,12967.5,2755
2024-01-11,13040,13125,13040,13125,5682
2024-01-12,13427.5,13427.5,13152.5,13152.5,34527
2024-01-15,13252.5,13252.5,13117.5,13117.5,8009
2024-01-16,13030,13325,13030,13325,2611
2024-01-17,13077.5,13652.5,13077.5,13652.5,5077
2024-01-18,13685,13685,13525,13525,3654
2024-01-19,13650,13650,12925,12925,7734
2024-01-22,13037.5,13335,13037.5,13335,1792
2024-01-23,13247.5,13385,13247.5,13385,2270
2024-01-24,13312.5,13312.5,13042.5,13042.5,7322
2024-01-25,13012.5,13155,13012.5,13155,13429
2024-01-26,12867.5,12867.5,12745,12745,8652
2024-01-29,12777.5,12777.5,12532.5,12532.5,2610
2024-01-30,12512.5,12637.5,12512.5,12637.5,3602
2024-01-31,12617.5,12752.5,12617.5,12752.5,8077
2024-02-01,12672.5,12672.5,12532.5,12532.5,3669
2024-02-02,12307.5,12307.5,12130,12130,10621
2024-02-05,12262.5,12527.5,12262.5,12527.5,5722
2024-02-06,12635,12765,12635,12765,10802
2024-02-07,12742.5,12885,12742.5,12885,9765
2024-02-08,11372.5,11372.5,10887.5,10887.5,28643
2024-02-09,10990,10992.5,10990,10992.5,16437
2024-02-12,10835,10957.5,10835,10957.5,4663
2024-02-13,10937.5,10937.5,10845,10845,4528
2024-02-14,10827.5,10827.5,10825,10825,3692
2024-02-15,10837.5,10837.5,10835,10835,2959
2024-02-16,10932.5,10932.5,10627.5,10627.5,4967
2024-02-19,10555,10665,10555,10665,3361
2024-02-20,10752.5,10752.5,10540,10540,3633
2024-02-21,10372.5,10372.5,10335,10335,6477
2024-02-22,10500.5,10500.5,10465,10465,2513
2024-02-23,10430,10430,10087,10087,5805
2024-02-26,10111,10111,9887,9887,5828
2024-02-27,9946,9946,9943.5,9943.5,3346
2024-02-28,9869.5,9992.5,9869.5,9992.5,2343
2024-02-29,10049,10049,9733,9733,29489
2024-03-01,9595,9595,9583,9583,4964
2024-03-04,9656,9656,9544,9544,4516
2024-03-05,9501,9501,9292,9292,6401
2024-03-06,9286,9460,9286,9460,31294
2024-03-07,9434,9513,9434,9513,6931
2024-03-08,9477,9489,9477,9489,17938
2024-03-11,9466,9469,9466,9469,18397
2024-03-12,9514,9701,9514,9701,8521
2024-03-13,9692,9692,9603,9603,27636
2024-03-14,9548,9548,9345,9345,7767
2024-03-15,8977,9053,8977,9053,7724
2024-03-18,9056,9056,8978,8978,19214
2024-03-19,8911,8911,8896,8896,48821
2024-03-20,8867,8967,8867,8967,76483
2024-03-21,9226,9226,9220,9220,13732